CollectionYearRange,Parent_Org_Code,Parent_Org_Name,Org_Code,Org_Name,Unit_Name,Org_Type,Referral_Appointment_Time,Part,Total_referrals,Screening_sample_total,Clinical_indication,Highgrade_mod_severe,Inadequate,Borderline_changes,Mild_dyskaryosis,Moderate_dyskaryosis,Severe_dyskaryosis,Severe_dyskaryosis_Inv,Glandular_neoplasia,Clinical_Urgent,Clinical_Non_Urgent,Other
2022-23,N1,North East and Yorkshire,RWA,Hull University Teaching Hospitals NHS Trust,Hull Royal Infirmary,Trust,<=6_weeks,A6,1669,not included,79,298,not included,not included,not included,not included,not included,5,9,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,Total_cases,A,3216,not included,844,548,not included,not included,not included,not included,not included,7,24,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,<=2_weeks,A,1027,not included,483,479,not included,not included,not included,not included,not included,6,21,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,<=4_weeks,A,1229,not included,591,546,not included,not included,not included,not included,not included,7,24,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,St James's University Hospital,Trust,<=6_weeks,A6,1293,not included,631,547,not included,not included,not included,not included,not included,7,24,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,Total_cases,A,616,not included,86,10,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,<=2_weeks,A,48,not included,32,10,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,<=4_weeks,A,67,not included,36,10,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RR8,Leeds Teaching Hospitals NHS Trust,Wharfedale Hospital,Trust,<=6_weeks,A6,91,not included,39,10,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,Total_cases,A,718,not included,61,137,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,<=2_weeks,A,217,not included,58,137,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,<=4_weeks,A,232,not included,59,137,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Dewsbury and District Hospital,Trust,<=6_weeks,A6,236,not included,59,137,not included,not included,not included,not included,not included,1,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,Total_cases,A,1728,not included,192,330,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,<=2_weeks,A,563,not included,170,330,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,<=4_weeks,A,599,not included,175,330,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N1,North East and Yorkshire,RXF,Mid Yorkshire Hospitals NHS Trust,Pontefract Hospital,Trust,<=6_weeks,A6,923,not included,179,330,not included,not included,not included,not included,not included,7,9,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,Total_cases,A,1414,not included,352,216,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,<=2_weeks,A,421,not included,122,216,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,<=4_weeks,A,771,not included,200,216,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of Hartlepool,Trust,<=6_weeks,A6,1308,not included,252,216,not included,not included,not included,not included,not included,2,7,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,Total_cases,A,528,not included,84,38,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,<=2_weeks,A,91,not included,30,38,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,<=4_weeks,A,163,not included,50,38,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RVW,North Tees and Hartlepool NHS Foundation Trust,University Hospital of North Tees,Trust,<=6_weeks,A6,501,not included,68,38,not included,not included,not included,not included,not included,2,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,Total_cases,A,1155,not included,408,128,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,<=2_weeks,A,333,not included,180,123,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,<=4_weeks,A,436,not included,245,126,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Diana Princess of Wales Hospital,Trust,<=6_weeks,A6,916,not included,267,127,not included,not included,not included,not included,not included,1,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,Total_cases,A,70,not included,31,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,<=2_weeks,A,4,not included,4,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,<=4_weeks,A,6,not included,5,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Goole and District Hospital,Trust,<=6_weeks,A6,14,not included,7,0,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,Total_cases,A,1088,not included,452,132,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,<=2_weeks,A,194,not included,117,73,not included,not included,not included,not included,not included,1,2,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,<=4_weeks,A,338,not included,192,128,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,Scunthorpe General Hospital,Trust,<=6_weeks,A6,423,not included,224,132,not included,not included,not included,not included,not included,3,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,Total_cases,A,121,not included,0,7,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,<=2_weeks,A,17,not included,0,7,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,<=4_weeks,A,33,not included,0,7,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Hexham General Hospital,Trust,<=6_weeks,A6,115,not included,0,7,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,Total_cases,A,702,not included,1,137,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,<=2_weeks,A,188,not included,1,131,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,<=4_weeks,A,280,not included,1,137,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,North Tyneside General Hospital,Trust,<=6_weeks,A6,694,not included,1,137,not included,not included,not included,not included,not included,1,5,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,Total_cases,A,977,not included,2,180,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,<=2_weeks,A,208,not included,1,162,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,<=4_weeks,A,297,not included,2,180,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTF,Northumbria Healthcare NHS Foundation Trust,Wansbeck General Hospital,Trust,<=6_weeks,A6,937,not included,2,180,not included,not included,not included,not included,not included,4,4,not included,not included,not included
2022-23,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,Total_cases,A,2667,not included,678,275,not included,not included,not included,not included,not included,7,6,not included,not included,not included
2022-23,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,<=2_weeks,A,1462,not included,298,267,not included,not included,not included,not included,not included,7,6,not included,not included,not included
2022-23,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,<=4_weeks,A,2479,not included,583,275,not included,not included,not included,not included,not included,7,6,not included,not included,not included
2022-23,N1,North East and Yorkshire,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,Jessop Wing,Trust,<=6_weeks,A6,2647,not included,658,275,not included,not included,not included,not included,not included,7,6,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,Total_cases,A,295,not included,0,41,not included,not included,not included,not included,not included,0,2,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,<=2_weeks,A,65,not included,0,40,not included,not included,not included,not included,not included,0,0,not included,not included,not included
2022-23,N1,North East and Yorkshire,RTR,South Tees Hospitals NHS Foundation Trust,Friarage Hospital,Trust,<=4_weeks,A,102,not included,0,41,not included,not included,not included,not included,not included,0,2,not included,not included,not included
