"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Condition","Measure ID","Measure Name","STTag","Score","Sample","Footnote","Start Date","End Date"
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,96,27,,01/01/2022,12/31/2022
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,69,42,,10/01/2022,09/30/2023
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,96,92,,01/01/2022,12/31/2022
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,97,92,,01/01/2022,12/31/2022
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,74,2286,,01/01/2022,12/31/2022
04010F,VA CENTRAL AR. VETERANS HEALTHCARE SYSTEM LR,4300 WEST SEVENTH STREET,LITTLE ROCK,AR,72205,PULASKI,(501) 257-1000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,72,1185,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,75.6,1912,,07/01/2023,09/30/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,73,1903,,10/01/2022,03/31/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2022,09/30/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2022,09/30/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Emergency Department,OP-22,Left before being seen,Percentage,1,14729,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2022,09/30/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,94,31,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,62,55,,10/01/2022,09/30/2023
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,100,31,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,100,30,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,84,1001,,01/01/2022,12/31/2022
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,80,534,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,77.4,3885,,07/01/2023,09/30/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,3691,,10/01/2022,03/31/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,150,314,,10/01/2022,09/30/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,377,36,,10/01/2022,09/30/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Emergency Department,OP-22,Left before being seen,Percentage,3,26622,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2022,09/30/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,95,20,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,67,48,,10/01/2022,09/30/2023
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,44,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,95,44,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,76,1829,,01/01/2022,12/31/2022
05027F,VA LONG BEACH HEALTHCARE SYSTEM,5901 E. SEVENTH STREET,LONG BEACH,CA,90822,LOS ANGELES,(562) 826-8000,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,69,436,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,76.1,4459,,07/01/2023,09/30/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,82,4548,,10/01/2022,03/31/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,Not Available,Not Available,5,10/01/2022,09/30/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,5,10/01/2022,09/30/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Emergency Department,OP-22,Left before being seen,Percentage,1,25764,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,5,10/01/2022,09/30/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,87,23,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,62,56,,10/01/2022,09/30/2023
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,98,93,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,98,93,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,56,1579,,01/01/2022,12/31/2022
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,61,426,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Emergency Department,EDV,Emergency department volume,Text,low,,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,80.6,5602,,07/01/2023,09/30/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,5571,,10/01/2022,03/31/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,157,285,,10/01/2022,09/30/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,262,38,,10/01/2022,09/30/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Emergency Department,OP-22,Left before being seen,Percentage,2,11961,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2022,09/30/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,84,25,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,78,23,,10/01/2022,09/30/2023
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,81,36,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,91,35,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,74,1538,,01/01/2022,12/31/2022
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,46,539,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,78,4255,,07/01/2023,09/30/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,81,4215,,10/01/2022,03/31/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,226,134,,10/01/2022,09/30/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,Not Available,Not Available,1,10/01/2022,09/30/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Emergency Department,OP-22,Left before being seen,Percentage,3,27017,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2022,09/30/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,91,33,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,49,43,,10/01/2022,09/30/2023
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,96,77,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,97,76,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,57,2087,,01/01/2022,12/31/2022
05114F,VA SAN DIEGO HEALTHCARE SYSTEM,3350 LA JOLLA VILLAGE DRIVE,SAN DIEGO,CA,92161,SAN DIEGO,(858) 552-8585,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,42,617,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,75.1,3684,,07/01/2023,09/30/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,3405,,10/01/2022,03/31/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,178,204,,10/01/2022,09/30/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,OP-18c,Average time patients spent in the emergency department before being sent home,Minutes,244,26,,10/01/2022,09/30/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,OP-22,Left before being seen,Percentage,4,28331,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Emergency Department,OP-23,Head CT results,Percentage,Not Available,Not Available,1,10/01/2022,09/30/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Colonoscopy care,OP-29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,Percentage,94,16,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Sepsis Care,SEP-1,Appropriate care for severe sepsis and septic shock,Percentage,50,46,,10/01/2022,09/30/2023
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Electronic Clinical Quality Measure,STK-02,Discharged on Antithrombotic Therapy,Percentage,96,77,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Electronic Clinical Quality Measure,STK-06,Discharged on Statin Medication,Percentage,96,75,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Electronic Clinical Quality Measure,VTE-1,Venous Thromboembolism Prophylaxis,Percentage,63,2020,,01/01/2022,12/31/2022
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,Electronic Clinical Quality Measure,VTE-2,Intensive Care Unit Venous Thromboembolism Prophylaxis,Percentage,64,650,,01/01/2022,12/31/2022
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,EDV,Emergency department volume,Text,medium,,,01/01/2022,12/31/2022
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Healthcare Personnel Vaccination,HCP-COVID-19,Percentage of healthcare personnel who completed COVID-19 primary vaccination series,Percentage,75.9,5540,,07/01/2023,09/30/2023
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Healthcare Personnel Vaccination,IMM-3,Healthcare workers given influenza vaccination,Percentage,79,5446,,10/01/2022,03/31/2023
05128F,VA GREATER LOS ANGELES HEALTHCARE SYSTEM,11301 WILSHIRE BLVD.,LOS ANGELES,CA,90073,LOS ANGELES,(310) 478-3711,Emergency Department,OP-18b,Median time from ED arrival to ED departure for discharged ED patients,Minutes,141,308,,10/01/2022,09/30/2023
